481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,206,251,203,203,203,218,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,238,240,481,481,481,221,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,221,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,233,203,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,206,207,208,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,217,203,203,284,223,224,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,221,481,481,238,239,240,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,217,203,203,236,481,481,481,481,481,481,481,481,
203,203,203,203,203,203,203,203,234,481,481,221,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,233,203,203,218,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481,
481,481,481,481,481,481,481,481,481,481,481,481,481,481,221,481,481,481,481,481
.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,121,107,107,107,124,107,107,107,107,107,122,0,0,0,0,0,0,0,
0,0,125,0,0,0,213,0,0,0,0,0,125,0,0,121,107,122,0,0,
0,106,139,107,107,107,139,107,107,124,195,195,139,124,107,140,0,125,0,0,
31,31,31,31,31,31,0,0,0,125,0,0,0,125,0,125,0,141,0,0,
31,31,31,31,31,31,31,0,0,125,0,0,0,125,0,123,122,0,0,0,
31,31,31,31,31,31,31,106,107,191,107,107,107,138,0,0,230,210,0,0,
31,31,31,31,31,31,31,31,0,125,0,0,0,0,0,0,0,213,0,0,
31,31,31,31,31,31,107,107,107,140,0,0,0,0,0,0,0,211,195,0,
31,31,31,31,31,31,31,0,0,123,107,482,107,122,0,0,0,213,0,0,
31,31,31,31,31,31,121,107,107,138,0,0,0,137,122,0,0,213,0,0,
31,31,31,31,31,31,125,0,0,0,0,0,0,0,125,0,0,125,0,0,
0,0,0,0,0,0,498,0,0,31,31,0,0,0,137,107,124,138,0,0,
0,0,109,0,0,0,125,31,31,31,31,0,0,0,0,0,125,0,0,0,
0,0,123,107,122,0,125,31,31,31,31,0,0,0,194,195,140,0,0,0,
0,0,213,0,123,107,140,31,31,31,31,0,0,0,0,0,123,107,108,0,
0,0,213,0,125,0,125,31,31,31,31,31,31,31,0,0,125,0,0,0,
0,106,139,107,138,0,137,107,107,107,143,107,107,107,482,107,139,107,122,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.
385,385,385,385,385,385,385,385,385,546,547,385,385,385,385,385,385,385,385,385,
385,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,
385,558,0,491,491,491,0,490,490,490,490,490,0,0,0,0,0,0,0,385,
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,385,
513,514,514,514,514,514,0,0,0,0,532,533,490,0,491,0,491,0,0,0,
521,522,522,522,522,522,0,529,0,0,540,541,490,0,491,0,0,491,491,385,
513,514,385,504,513,514,0,0,0,0,0,0,0,0,491,545,0,0,491,385,
521,522,385,0,521,522,545,0,0,0,0,0,0,0,0,0,0,0,801,385,
521,522,494,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,385,
521,522,385,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,385,
0,514,514,514,514,514,0,0,0,0,0,0,289,0,0,0,491,0,491,385,
0,522,522,522,522,522,0,0,0,0,0,0,513,514,0,0,0,0,490,385,
0,0,0,0,0,0,0,0,0,517,518,0,521,522,0,0,0,0,490,385,
385,491,0,537,491,0,0,513,514,527,528,0,521,522,553,490,0,490,490,385,
385,491,0,0,0,0,0,521,522,0,0,0,521,522,0,0,0,530,531,385,
385,490,0,0,0,0,0,521,522,297,0,0,0,0,0,0,0,0,0,385,
385,554,0,490,0,0,0,521,522,545,0,493,529,493,0,0,0,495,289,385,
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,
385,490,289,289,289,0,489,491,491,490,489,553,0,0,0,297,800,297,0,385,
385,385,385,385,385,385,385,385,385,385,385,385,385,385,0,385,385,385,385,385
.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,513,513,513,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,521,521,521,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,513,513,513,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,521,521,521,521,0,0,0,0,0,0,0,513,514,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,513,514,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,513,514,0,0,0,0,0,0,
0,0,0,0,0,0,0,513,514,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,513,514,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.
